Article_ID,Instance_ID,Objective,Iterations,Without_SPSC,Time,With_SPSC,Time_
Russell2006,R205,MIN,,1083.21,679.2,1065.635,679.8
Russell2006,R206,MIN,,949.02,1438.2,948.17,1442.7
Russell2006,R207,MIN,,928.15,1136.7,928.15,1137.9
Russell2006,R208,MIN,,754.26,1840.2,747.845,1840.8
Russell2006,R209,MIN,,957.145,742.2,948.56,746.1
Russell2006,R210,MIN,,999.805,671.1,999.805,671.7
Russell2006,R211,MIN,,822.245,1952.7,817.81,1954.2
Russell2006,RC201,MIN,,1476.79,172.5,1454.56,174.6
Russell2006,RC202,MIN,,1528.37,252.3,1480.01,252.6
Russell2006,RC203,MIN,,1135.23,468.6,1106.81,468.6
Russell2006,RC204,MIN,,829.2,2178.6,822.695,2178.9
Russell2006,RC205,MIN,,1353.65,594.3,1346.995,595.8
Russell2006,RC206,MIN,,1188.96,510.9,1178.82,512.7
Russell2006,RC207,MIN,,1169.74,856.2,1169.735,857.7
Russell2006,RC208,MIN,,873.665,2304.3,873.665,2306.1
Russell2006,C101,MIN,,828.94,773.7,828.94,774.3
Russell2006,C102,MIN,,828.94,453.9,828.94,463.8
Russell2006,C103,MIN,,824.78,420.6,824.78,459.6
Russell2006,C104,MIN,,828.94,3337.5,828.94,3396.6
Russell2006,C105,MIN,,828.94,989.7,828.94,990
Russell2006,C106,MIN,,828.94,1696.2,828.94,1696.5
Russell2006,C107,MIN,,828.94,1104.6,828.94,1105.2
Russell2006,C108,MIN,,828.94,371.1,828.94,378.3
Russell2006,C109,MIN,,828.94,262.5,828.94,281.7
Russell2006,C201,MIN,,591.56,981.6,591.56,982.5
Russell2006,C202,MIN,,591.56,1513.2,591.56,1516.5
Russell2006,C203,MIN,,591.17,3468.6,591.17,3472.2
Russell2006,C204,MIN,,599.68,719.1,590.6,765
Russell2006,C205,MIN,,588.88,1682.4,588.88,1682.7
Russell2006,C206,MIN,,588.49,252.6,588.49,252.9
Russell2006,C207,MIN,,588.49,435,588.49,460.8
Russell2006,C208,MIN,,588.32,1416.6,588.32,1449.3
Mendoza2016,A-n32-k5,MIN,10,853.6,14.54,853.6,14.59
Mendoza2016,A-n33-k5,MIN,10,704.84,13.08,704.2,13.15
Mendoza2016,A-n33-k6,MIN,10,793.96,13.28,793.9,13.34
Mendoza2016,A-n34-k5,MIN,10,826.87,14.49,826.87,14.58
Mendoza2016,A-n36-k5,MIN,10,858.98,20.09,858.71,20.26
Mendoza2016,A-n37-k5,MIN,10,708.48,23.12,708.34,23.23
Mendoza2016,A-n37-k6,MIN,10,1031.86,20.04,1030.86,20.14
Mendoza2016,A-n38-k5,MIN,10,775.26,20.02,775.13,20.11
Mendoza2016,A-n39-k5,MIN,10,870.18,27.73,869.18,27.89
Mendoza2016,A-n39-k6,MIN,10,876.6,25.24,876.6,25.33
Mendoza2016,A-n44-k6,MIN,10,1035.57,33.67,1025.92,33.93
Mendoza2016,A-n45-k6,MIN,10,1026.86,31.81,1026.81,31.93
Mendoza2016,A-n45-k7,MIN,10,1289.3,38.05,1267.05,38.47
Mendoza2016,A-n46-k7,MIN,10,1003.12,46.07,1002.22,46.23
Mendoza2016,A-n48-k7,MIN,10,1198.53,54.83,1187.32,55.05
Mendoza2016,A-n53-k7,MIN,10,1128.02,79.69,1124.27,80.22
Mendoza2016,A-n54-k7,MIN,10,1289.14,85.95,1287.41,86.17
Mendoza2016,A-n55-k9,MIN,10,1179.63,66.03,1179.11,66.16
Mendoza2016,A-n60-k9,MIN,10,1535.37,100.55,1530.08,102.43
Mendoza2016,E-n22-k4,MIN,10,411.57,4.21,411.57,4.24
Mendoza2016,E-n33-k4,MIN,10,853.28,24.51,851.87,24.66
Mendoza2016,E-n51-k5,MIN,10,552.65,56.43,552.26,56.75
Mendoza2016,P-n16-k8,MIN,10,512.82,1.67,512.82,1.69
Mendoza2016,P-n19-k2,MIN,10,224.06,3.49,224.06,3.51
Mendoza2016,P-n20-k2,MIN,10,233.05,4.73,233.05,4.76
Mendoza2016,P-n21-k2,MIN,10,218.96,6.01,218.96,6.04
Mendoza2016,P-n22-k2,MIN,10,231.26,7.06,231.26,7.1
Mendoza2016,P-n22-k8,MIN,10,681.06,4.7,681.06,4.72
Mendoza2016,P-n23-k8,MIN,10,619.6,5.43,619.53,5.45
Mendoza2016,P-n40-k5,MIN,10,472.51,26.33,472.5,26.49
Mendoza2016,P-n45-k5,MIN,10,534.49,35.98,533.83,36.25
Mendoza2016,P-n50-k10,MIN,10,761.96,40.06,758.76,40.4
Mendoza2016,P-n50-k7,MIN,10,586.12,43.87,582.37,44.17
Mendoza2016,P-n50-k8,MIN,10,672.95,39.34,669.33,39.7
Mendoza2016,P-n51-k10,MIN,10,814.89,52.52,809.7,52.72
Mendoza2016,P-n55-k10,MIN,10,751.04,56.02,742.41,56.26
Mendoza2016,P-n55-k15,MIN,10,1071.31,71.97,1068.05,72.1
Mendoza2016,P-n55-k7,MIN,10,591.14,64.13,588.76,64.54
Mendoza2016,P-n60-k10,MIN,10,809.49,72.69,803.6,73.36
Mendoza2016,P-n60-k15,MIN,10,1092.26,85.37,1085.49,85.52
Cabrera2022,20_A_1,MIN,10,30.94815508,11.09142739,30.94815508,11.25571834
Cabrera2022,20_A_2,MIN,10,41.5928906,9.788376069,41.55468666,9.962162778
Cabrera2022,20_A_3,MIN,10,36.24685157,11.80446159,36.23938329,11.9868533
Cabrera2022,20_A_4,MIN,10,36.02512772,11.12018032,36.02512772,11.27667269
Cabrera2022,20_A_5,MIN,10,35.27473291,9.610618388,35.27473291,9.759786193
Cabrera2022,20_A_6,MIN,10,42.2865515,8.497846061,42.2865515,8.646235163
Cabrera2022,20_A_7,MIN,10,38.70474151,9.158080984,38.68807931,9.309676024
Cabrera2022,20_A_8,MIN,10,36.85038991,8.25697985,36.85038991,8.415055214
Cabrera2022,20_A_9,MIN,10,29.65021542,10.0340807,29.65021542,10.19545893
Cabrera2022,20_A_10,MIN,10,39.66561996,10.11675984,39.66561996,10.28298196
Cabrera2022,30_A_1,MIN,10,40.88554585,18.18589927,40.7372416,19.09152608
Cabrera2022,30_A_2,MIN,10,45.75690096,19.19110519,45.66349478,20.92097279
Cabrera2022,30_A_3,MIN,10,49.18620446,17.78610105,49.18277428,18.9787842
Cabrera2022,30_A_4,MIN,10,43.76212237,22.75118169,43.75558659,23.39018488
Cabrera2022,30_A_5,MIN,10,47.12421277,18.53162199,47.06186108,19.27676176
Cabrera2022,30_A_6,MIN,10,50.01997354,18.05350681,49.58798213,18.85286155
Cabrera2022,30_A_7,MIN,10,45.55367044,22.33320495,45.55170066,23.22435991
Cabrera2022,30_A_8,MIN,10,43.70415331,16.81599696,43.67993053,17.9310626
Cabrera2022,30_A_9,MIN,10,41.21962406,23.56161462,41.16086125,24.33285513
Cabrera2022,30_A_10,MIN,10,46.89361459,20.97928374,46.89361459,22.08711198
Cabrera2022,40_A_1,MIN,10,61.69804244,28.42741382,60.6183288,28.62001061
Cabrera2022,40_A_2,MIN,10,60.5142036,29.09258995,59.71433563,29.34999931
Cabrera2022,40_A_3,MIN,10,65.24783589,27.61513989,63.56229908,27.83902698
Cabrera2022,40_A_4,MIN,10,50.83843484,36.9090224,50.37304041,37.54927393
Cabrera2022,40_A_5,MIN,10,52.17226329,28.16169093,51.72778346,33.60692493
Cabrera2022,40_A_6,MIN,10,61.43656069,33.05885974,61.2620886,33.29378857
Cabrera2022,40_A_7,MIN,10,55.19815453,37.44716874,54.91295577,38.14029478
Cabrera2022,40_A_8,MIN,10,57.24089113,25.3705717,56.55907483,49.4574677
Cabrera2022,40_A_9,MIN,10,57.63439412,32.33120117,56.60343153,32.56044588
Cabrera2022,40_A_10,MIN,10,57.70126312,33.85039449,57.69626275,34.17378344
Cabrera2022,50_A_1,MIN,10,58.60664647,42.28392437,57.02352442,50.11704425
Cabrera2022,50_A_2,MIN,10,63.98759449,45.23670053,61.9183021,76.29673416
Cabrera2022,50_A_3,MIN,10,66.64207148,38.90447712,64.02389704,61.25454166
Cabrera2022,50_A_4,MIN,10,60.2510508,47.26745593,57.98563173,68.72213396
Cabrera2022,50_A_5,MIN,10,66.10347296,37.12353993,64.13301777,39.66425789
Cabrera2022,50_A_6,MIN,10,65.32205517,47.38574118,64.87624963,54.24397251
Cabrera2022,50_A_7,MIN,10,64.92599419,52.01885276,64.02743675,62.35944974
Cabrera2022,50_A_8,MIN,10,71.59280439,38.05031884,69.24002633,43.86383214
Cabrera2022,50_A_9,MIN,10,61.88212312,47.43727562,59.41569582,68.61825975
Cabrera2022,50_A_10,MIN,10,63.08659879,49.53964678,61.47525735,61.01752035
Pillac2013,C101,MIN,10,827.3,14695.9,827.3,14858.8
Pillac2013,C102,MIN,10,827.3,14397,827.3,14881.8
Pillac2013,C103,MIN,10,826.3,15085,826.3,15650.7
Pillac2013,C104,MIN,10,822.9,16443.5,822.9,17108.4
Pillac2013,C105,MIN,10,827.3,14098.3,827.3,14307.1
Pillac2013,C106,MIN,10,827.3,14202.2,827.3,14506.3
Pillac2013,C107,MIN,10,827.3,13937,827.3,14190.9
Pillac2013,C108,MIN,10,827.3,13745.1,827.3,14169.9
Pillac2013,C109,MIN,10,827.3,14361.2,827.3,14953.4
Pillac2013,C201,MIN,10,589.1,27754.5,589.1,27757.7
Pillac2013,C202,MIN,10,589.1,24279.6,589.1,24523.6
Pillac2013,C203,MIN,10,588.7,26363.4,588.7,26741.6
Pillac2013,C204,MIN,10,589.09,30272.6,588.1,30767.4
Pillac2013,C205,MIN,10,586.4,27574.4,586.4,27658.6
Pillac2013,C206,MIN,10,586,25058.8,586,25154.4
Pillac2013,C207,MIN,10,585.8,25370.9,585.8,25444.9
Pillac2013,C208,MIN,10,585.8,25341.2,585.8,25463.9
Pillac2013,R101,MIN,10,1628.25,11444.4,1637.7,13267.9
Pillac2013,R102,MIN,10,1467.67,12617.3,1466.6,13338.3
Pillac2013,R103,MIN,10,1213.87,13405.1,1209.3,15880.9
Pillac2013,R104,MIN,10,977.46,14500.9,974.11,37741.4
Pillac2013,R105,MIN,10,1359.62,12288.6,1355.3,17693.8
Pillac2013,R106,MIN,10,1236.83,13564.3,1234.69,18003.8
Pillac2013,R107,MIN,10,1076.43,13662.4,1067.54,44009.9
Pillac2013,R108,MIN,10,948.8,14753.2,934.94,58150.8
Pillac2013,R109,MIN,10,1152.61,12322.1,1146.9,22895.3
Pillac2013,R110,MIN,10,1076.38,12586.9,1068.75,29528.4
Pillac2013,R111,MIN,10,1051.74,13323.8,1048.88,27509.5
Pillac2013,R112,MIN,10,961.42,13229.6,953.55,185705.6
Pillac2013,R201,MIN,10,1150.72,17332.6,1145.57,19720.8
Pillac2013,R202,MIN,10,1034.74,21489.5,1032.6,26785.4
Pillac2013,R203,MIN,10,875.44,25128.1,874.4,26707.3
Pillac2013,R204,MIN,10,737.23,29207.6,735.71,30472.2
Pillac2013,R205,MIN,10,955.32,19982.2,953.55,21375.6
Pillac2013,R206,MIN,10,883.59,24713.2,880.98,26328.4
Pillac2013,R207,MIN,10,797.75,27103.1,796.19,28688.1
Pillac2013,R208,MIN,10,702.99,34220.5,702.41,36134.2
Pillac2013,R209,MIN,10,862.93,21390.6,857.7,23410.4
Pillac2013,R210,MIN,10,909.75,22549.3,908.31,25235
Pillac2013,R211,MIN,10,757.21,25968.1,755.54,27557.2
Pillac2013,RC101,MIN,10,1641.24,12159.8,1622.04,18204.7
Pillac2013,RC102,MIN,10,1476.11,12742.6,1458.53,24947.9
Pillac2013,RC103,MIN,10,1281.93,12765.9,1264.34,51564.1
Pillac2013,RC104,MIN,10,1144.12,13868.8,1133.04,28839
Pillac2013,RC105,MIN,10,1526.44,12163.2,1513.86,19070.5
Pillac2013,RC106,MIN,10,1388.36,12290.7,1373.65,112426.3
Pillac2013,RC107,MIN,10,1236.13,12257.8,1210.51,20813.5
Pillac2013,RC108,MIN,10,1127.23,12690.9,1115.42,25629.2
Pillac2013,RC201,MIN,10,1267.95,17145.3,1263.75,18444.6
Pillac2013,RC202,MIN,10,1102.3,20134.7,1095.98,21411.7
Pillac2013,RC203,MIN,10,939.82,22401.6,933.03,24116.6
Pillac2013,RC204,MIN,10,787.96,28515,786.12,29062.3
Pillac2013,RC205,MIN,10,1158.56,17527.4,1154.89,18486.8
Pillac2013,RC206,MIN,10,1064.25,18594.9,1061.61,20513.8
Pillac2013,RC207,MIN,10,970.78,20903.3,967.02,22683.5
Pillac2013,RC208,MIN,10,789.35,25146.5,784.62,26316.3
Pillac2013,C101.100_25-5-5-5,MIN,10,11069.07647,21.7456,10818.09145,841.8352
Pillac2013,C102.100_25-5-5-5,MIN,10,10385.32403,31.5661,10247.21387,120.4362
Pillac2013,C103.100_25-5-5-5,MIN,10,10365.95415,24.2083,10302.18577,616.0818
Pillac2013,C104.100_25-5-5-5,MIN,10,10175.44159,26.4694,10121.72388,340.4718
Pillac2013,C105.100_25-5-5-5,MIN,10,10754.72075,19.2766,10595.2727,669.7997
Pillac2013,C106.100_25-5-5-5,MIN,10,10448.87775,22.4385,10349.17735,98.8417
Pillac2013,C107.100_25-5-5-5,MIN,10,10470.89776,22.8958,10378.11762,460.4165
Pillac2013,C108.100_25-5-5-5,MIN,10,10340.85826,23.8347,10281.27696,538.2279
Pillac2013,C109.100_25-5-5-5,MIN,10,10136.3114,23.9721,10124.33157,29.9628
Pillac2013,C201.100_25-5-5-5,MIN,10,10334.31085,27.0938,10281.38108,44.7497
Pillac2013,C202.100_25-5-5-5,MIN,10,10095.78944,24.4791,10040.52476,34.5694
Pillac2013,C203.100_25-5-5-5,MIN,10,10099.86288,25.486,10046.60102,38.1842
Pillac2013,C204.100_25-5-5-5,MIN,10,9940.5455,34.0686,9923.46831,52.3988
Pillac2013,C205.100_25-5-5-5,MIN,10,10310.7494,25.7859,10267.43582,85.5793
Pillac2013,C206.100_25-5-5-5,MIN,10,10049.98494,27.84,10020.10222,57.6514
Pillac2013,C207.100_25-5-5-5,MIN,10,9910.01513,29.1841,9885.81202,33.4796
Pillac2013,C208.100_25-5-5-5,MIN,10,10017.18601,28.8501,10005.69797,64.8796
Pillac2013,R101.100_25-5-5-5,MIN,10,3498.82325,20.1865,3180.3846,112.4021
Pillac2013,R102.100_25-5-5-5,MIN,10,3367.91575,20.9621,3101.76223,319.8701
Pillac2013,R103.100_25-5-5-5,MIN,10,2619.79791,29.6214,2455.73125,506.4295
Pillac2013,R104.100_25-5-5-5,MIN,10,2356.71273,25.5297,2299.44943,208.2702
Pillac2013,R105.100_25-5-5-5,MIN,10,3179.13701,30.6663,3015.06135,313.0978
Pillac2013,R106.100_25-5-5-5,MIN,10,2804.14049,29.7361,2684.24666,785.8808
Pillac2013,R107.100_25-5-5-5,MIN,10,2184.92208,46.0531,2148.906,268.476
Pillac2013,R108.100_25-5-5-5,MIN,10,2151.08753,24.8004,2124.09875,51.6502
Pillac2013,R109.100_25-5-5-5,MIN,10,2701.85379,30.4782,2599.65566,1112.1776
Pillac2013,R110.100_25-5-5-5,MIN,10,2415.37915,37.1192,2379.81205,456.236
Pillac2013,R111.100_25-5-5-5,MIN,10,2623.25354,25.1712,2583.94579,1257.1525
Pillac2013,R112.100_25-5-5-5,MIN,10,2199.11481,25.8927,2163.09367,957.3714
Pillac2013,R201.100_25-5-5-5,MIN,10,2699.02173,25.9407,2690.13108,102.6294
Pillac2013,R202.100_25-5-5-5,MIN,10,2435.15263,30.3416,2426.59341,62.686
Pillac2013,R203.100_25-5-5-5,MIN,10,2398.70861,22.8421,2389.71657,52.385
Pillac2013,R204.100_25-5-5-5,MIN,10,1978.6998,40.3014,1977.1689,50.1821
Pillac2013,R205.100_25-5-5-5,MIN,10,2312.15033,26.2025,2302.73713,89.5454
Pillac2013,R206.100_25-5-5-5,MIN,10,2107.82647,29.0023,2104.40096,44.7847
Pillac2013,R207.100_25-5-5-5,MIN,10,1999.31197,32.7005,1995.37453,41.9054
Pillac2013,R208.100_25-5-5-5,MIN,10,1893.468,41.8617,1892.5873,123.4997
Pillac2013,R209.100_25-5-5-5,MIN,10,2175.9075,28.525,2170.2819,36.3539
Pillac2013,R210.100_25-5-5-5,MIN,10,2145.61704,30.9603,2140.0268,102.1549
Pillac2013,R211.100_25-5-5-5,MIN,10,1999.73648,32.6132,1998.36556,98.4257
Pillac2013,RC101.100_25-5-5-5,MIN,10,3053.12051,24.246,2887.25329,100.372
Pillac2013,RC102.100_25-5-5-5,MIN,10,2973.72526,26.3776,2877.08868,177.8793
Pillac2013,RC103.100_25-5-5-5,MIN,10,2538.48201,28.4236,2514.34668,226.2866
Pillac2013,RC104.100_25-5-5-5,MIN,10,2198.02238,39.3926,2176.36193,142.0062
Pillac2013,RC105.100_25-5-5-5,MIN,10,2867.87996,25.1757,2736.22232,164.6852
Pillac2013,RC106.100_25-5-5-5,MIN,10,2905.55,20.5133,2787.82643,141.7726
Pillac2013,RC107.100_25-5-5-5,MIN,10,2658.54985,29.3639,2602.41851,645.6807
Pillac2013,RC108.100_25-5-5-5,MIN,10,2469.63285,29.7828,2390.92396,110.8754
Pillac2013,RC201.100_25-5-5-5,MIN,10,2781.16076,25.9413,2753.2721,43.2936
Pillac2013,RC202.100_25-5-5-5,MIN,10,2537.32476,25.1809,2524.90326,30.0767
Pillac2013,RC203.100_25-5-5-5,MIN,10,2367.5295,27.2787,2360.93738,37.7175
Pillac2013,RC204.100_25-5-5-5,MIN,10,2085.47372,34.3284,2082.52907,47.5793
Pillac2013,RC205.100_25-5-5-5,MIN,10,2640.25361,22.6592,2607.35974,33.015
Pillac2013,RC206.100_25-5-5-5,MIN,10,2396.78459,26.2376,2389.84576,48.6204
Pillac2013,RC207.100_25-5-5-5,MIN,10,2276.02017,29.7359,2272.20444,74.0953
Pillac2013,RC208.100_25-5-5-5,MIN,10,1924.4669,32.2126,1918.84925,33.73
Huber2020_25,n101-s100,MIN,10,22703.16,150,22523.94,450
Huber2020_25,n106-s20,MIN,10,23810.62,150,23744.16,450
Huber2020_25,n110-s4,MIN,10,14958.06,150,14943.08,450
Huber2020_25,n115-s100,MIN,10,12682.44,150,12613.66,450
Huber2020_25,n120-s4,MIN,10,13582.1,150,13560,450
Huber2020_25,n125-s20,MIN,10,36931.2,150,36695.98,450
Huber2020_25,n129-s4,MIN,10,28735.94,150,28494.98,450
Huber2020_25,n134-s100,MIN,10,10296.42,150,10233.88,450
Huber2020_25,n139-s20,MIN,10,12936.6,150,12883.66,450
Huber2020_25,n143-s100,MIN,10,16283.02,150,16246.94,450
Huber2020_25,n148-s4,MIN,10,42363.58,150,42183.78,450
Huber2020_25,n153-s20,MIN,10,14895.8,150,14871.52,450
Huber2020_25,n157-s20,MIN,10,15944.14,150,15926.42,450
Huber2020_25,n162-s100,MIN,10,14082.78,150,14054.98,450
Huber2020_25,n167-s4,MIN,10,20039.56,150,20021.46,450
Huber2020_25,n172-s100,MIN,10,30255.82,150,30098.8,450
Huber2020_25,n176-s4,MIN,10,45876.68,150,45526.92,450
Huber2020_25,n181-s20,MIN,10,22860.08,150,22611.64,450
Huber2020_25,n186-s4,MIN,10,23336.46,150,23183.06,450
Huber2020_25,n190-s100,MIN,10,17110.4,150,17110.4,450
Huber2020_25,n195-s20,MIN,10,38192.26,150,37764.72,450
Huber2020_25,n200-s100,MIN,10,51569.04,150,51319.94,450
Huber2020_25,n204-s4,MIN,10,19424.48,150,19325.08,450
Huber2020_25,n209-s20,MIN,10,27687.32,150,27594.22,450
Huber2020_25,n214-s100,MIN,10,11525.74,150,11467.32,450
Huber2020_25,n219-s4,MIN,10,99445.46,150,99019.2,450
Huber2020_25,n223-s20,MIN,10,38240.84,150,37736.62,450
Huber2020_25,n228-s20,MIN,10,22792.26,150,22577.7,450
Huber2020_25,n233-s4,MIN,10,19237.32,150,19119.22,450
Huber2020_25,n237-s100,MIN,10,27979.52,150,27886,450
Huber2020_25,n242-s20,MIN,10,64089.82,150,63947.5,450
Huber2020_25,n247-s100,MIN,10,29418.16,150,29090.54,450
Huber2020_25,n251-s4,MIN,10,37922.8,150,37808.08,450
Huber2020_25,n256-s4,MIN,10,19561.9,150,19300.6,450
Huber2020_25,n261-s100,MIN,10,22928.86,150,22928.86,450
Huber2020_25,n266-s20,MIN,10,64763.32,150,64189.52,450
Huber2020_25,n270-s20,MIN,10,32058.08,150,31825.06,450
Huber2020_25,n275-s4,MIN,10,19034.9,150,18971.26,450
Huber2020_25,n280-s100,MIN,10,34118.52,150,34036.68,450
Huber2020_25,n284-s100,MIN,10,21493.88,150,21413.6,450
Huber2020_25,n289-s20,MIN,10,73659,150,73617.46,450
Huber2020_25,n294-s4,MIN,10,44231.94,150,43785.94,450
Huber2020_25,n298-s100,MIN,10,32712.78,150,32274.54,450
Huber2020_25,n303-s4,MIN,10,22205.46,150,22132.36,450
Huber2020_25,n308-s20,MIN,10,26692.44,150,26686.68,450
Huber2020_25,n313-s4,MIN,10,74647.38,150,74187.16,450
Huber2020_25,n317-s100,MIN,10,59359.34,150,59265.14,450
Huber2020_25,n322-s20,MIN,10,30150.3,150,30050.66,450
Huber2020_25,n327-s4,MIN,10,27646.6,150,27552.72,450
Huber2020_25,n331-s100,MIN,10,31867.9,150,31866.6,450
Huber2020_25,n336-s20,MIN,10,128960.88,150,128147.02,450
Huber2020_25,n344-s4,MIN,10,39778.9,150,39659.04,450
Huber2020_25,n351-s20,MIN,10,25772,150,25708.08,450
Huber2020_25,n359-s100,MIN,10,44401.44,150,44361.88,450
Huber2020_25,n367-s20,MIN,10,24979.56,150,24973.88,450
Huber2020_25,n376-s100,MIN,10,113314.78,150,112341.84,450
Huber2020_25,n384-s4,MIN,10,46286.28,150,46211.26,450
Huber2020_25,n393-s100,MIN,10,37349.22,150,37091.02,450
Huber2020_25,n401-s20,MIN,10,56159.82,150,55934.52,450
Huber2020_25,n411-s4,MIN,10,20250.94,150,20198.62,450
Huber2020_25,n420-s4,MIN,10,91618.22,150,90521.96,450
Huber2020_25,n429-s100,MIN,10,58394.74,150,57763.38,450
Huber2020_25,n439-s20,MIN,10,36718.46,150,36533.18,450
Huber2020_25,n449-s100,MIN,10,47047.9,150,47044.58,450
Huber2020_25,n459-s20,MIN,10,24833.12,150,24759.06,450
Huber2020_25,n469-s4,MIN,10,195111.84,150,193982.08,450
Huber2020_25,n480-s4,MIN,10,88394.82,150,88394.82,450
Huber2020_25,n491-s20,MIN,10,47575.32,150,47575.32,450
Huber2020_25,n502-s100,MIN,10,56100.1,150,55934.76,450
Huber2020_25,n513-s100,MIN,10,26055.48,150,25983.1,450
Huber2020_25,n524-s4,MIN,10,130033.3,150,129228.78,450
Huber2020_25,n536-s20,MIN,10,74510.12,150,74510.12,450
Huber2020_25,n548-s100,MIN,10,66817.86,150,66771.8,450
Huber2020_25,n561-s4,MIN,10,44693.12,150,44599.04,450
Huber2020_25,n573-s20,MIN,10,43621.98,150,43621.98,450
Huber2020_25,n586-s20,MIN,10,149755.66,150,149755.66,450
Huber2020_25,n599-s4,MIN,10,98928.04,150,98928.04,450
Huber2020_25,n613-s100,MIN,10,57672.2,150,57669.74,450
Huber2020_25,n627-s4,MIN,10,63874.38,150,63872.14,450
Huber2020_25,n641-s20,MIN,10,64449.36,150,64388.86,450
Huber2020_25,n655-s100,MIN,10,75839.84,150,75839.84,450
Huber2020_25,n670-s4,MIN,10,104375.3,150,104375.3,450
Huber2020_25,n685-s20,MIN,10,66485.34,150,66468.88,450
Huber2020_25,n701-s100,MIN,10,79077.6,150,79069,450
Huber2020_25,n716-s20,MIN,10,41902.46,150,41898.46,450
